f3_20.pdf|Shell 20|Position-velocity diagram of $^{12}$CO map toward Shell 20. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_21.pdf|Shell 21|Position-velocity diagram of $^{12}$CO map toward Shell 21. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_22.pdf|Shell 22|Position-velocity diagram of $^{13}$CO map toward Shell 22. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_23.pdf|Shell 23|Position-velocity diagram of $^{12}$CO map toward Shell 23. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_24.pdf|Shell 24|Position-velocity diagram of $^{12}$CO map toward Shell 24. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_25.pdf|Shell 25|Position-velocity diagram of $^{12}$CO map toward Shell 25. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_26.pdf|Shell 26|Position-velocity diagram of $^{12}$CO map toward Shell 26. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_27.pdf|Shell 27|Position-velocity diagram of $^{12}$CO map toward Shell 27. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_28.pdf|Shell 28|Position-velocity diagram of $^{12}$CO map toward Shell 28. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_29.pdf|Shell 29|Position-velocity diagram of $^{12}$CO map toward Shell 29. We extract emission along a slice through the center of the shell at position angle 315$\arcdeg$~east of north. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_30.pdf|Shell 30|Position-velocity diagram of $^{12}$CO map toward Shell 30. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_31.pdf|Shell 31|Position-velocity diagram of $^{12}$CO map toward Shell 31. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_32.pdf|Shell 32|Position-velocity diagram of $^{12}$CO map toward Shell 32. We extract emission along a slice through the center of the shell at position angle 270$\arcdeg$~east of north. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_33.pdf|Shell 33|Position-velocity diagram of $^{12}$CO map toward Shell 33. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_34.pdf|Shell 34|Position-velocity diagram of $^{12}$CO map toward Shell 34. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_35.pdf|Shell 35|Position-velocity diagram of $^{12}$CO map toward Shell 35. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_36.pdf|Shell 36|Position-velocity diagram of $^{12}$CO map toward Shell 36. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_37.pdf|Shell 37|Position-velocity diagram of $^{13}$CO map toward Shell 37. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_38.pdf|Shell 38|Position-velocity diagram of $^{13}$CO map toward Shell 38. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_39.pdf|Shell 39|Position-velocity diagram of $^{12}$CO map toward Shell 39. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_40.pdf|Shell 40|Position-velocity diagram of $^{12}$CO map toward Shell 40. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_41.pdf|Shell 41|Position-velocity diagram of $^{12}$CO map toward Shell 41. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
f3_42.pdf|Shell 42|Position-velocity diagram of $^{12}$CO map toward Shell 42. We extract emission along 4 equally spaced slices through the center of the shell and then average. Darker colors indicate more intense emission. Contours show the model that best represents the shell.
